task_id,repository,model,method,candidate_correct_count,pass_at_1,pass_at_3,pass_at_5,selected_output_correct,static_success,initial_output_correct,post_selection_correct,verified_selection_applied,repair_attempted,repair_success,repair_rounds,uncertainty,token_entropy,self_consistency_uncertainty,semantic_variance,evidence_count,prompt_tokens,completion_tokens,total_tokens,provider_requests,latency_seconds,length_limited_candidates
execrepobench-0210-72b7925cbd,csv-diff,gpt-4o-mini,RAG + Verify/Repair,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.7528596711158754,1.0,0.8,0.16429835557937622,10,19385,1902,21287,3,22.610708416992566,0
execrepobench-0306-754d4ec1a4,dpath-python,gpt-4o-mini,RAG + Verify/Repair,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.5673691129684448,1.0,0.4,0.03684556484222412,10,9833,550,10383,3,241.1387450839975,0
execrepobench-0053-77dcabc805,PyPattyrn,gpt-4o-mini,RAG + Verify/Repair,0,0.0,0.0,0.0,False,False,False,False,False,True,False,2,0.40000002384185795,1.0,0.0,1.1920928955078125e-07,10,3418,531,3949,3,5.962944625003729,0
execrepobench-0813-7adc4c621e,python-fastjsonschema,gpt-4o-mini,RAG + Verify/Repair,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.8033449721336365,1.0,0.8,0.4167248606681824,10,6856,976,7832,3,90.92047191699385,0
execrepobench-0288-7def4b1d9b,dict2css,gpt-4o-mini,RAG + Verify/Repair,0,0.0,0.0,0.0,False,False,False,False,False,True,False,2,0.5743605828285218,1.0,0.4,0.07180291414260864,10,11148,1294,12442,3,11.073925582997617,0
execrepobench-1103-7f3572e3af,w2n,gpt-4o-mini,RAG + Verify/Repair,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.6835640096664429,1.0,0.6,0.21782004833221436,10,8344,498,8842,3,11.165471332991729,0
execrepobench-1031-7ffccc0576,transitions,gpt-4o-mini,RAG + Verify/Repair,0,0.0,0.0,0.0,False,False,False,False,False,True,False,2,0.7467374277114869,1.0,0.8,0.13368713855743408,10,10258,805,11063,3,7.779322542002774,0
execrepobench-0872-821ee463bc,python-pinyin,gpt-4o-mini,RAG + Verify/Repair,1,0.19999999999999996,0.6,1.0,True,True,False,True,True,False,False,0,0.664880337715149,1.0,0.6,0.12440168857574463,10,3327,208,3535,1,27.73603774998628,0
execrepobench-0125-85c7617c7f,boltons,gpt-4o-mini,RAG + Verify/Repair,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.7458165955543519,1.0,0.8,0.12908297777175903,10,32073,690,32763,3,42.66694462500163,0
execrepobench-0104-88c1f25cae,algorithms,gpt-4o-mini,RAG + Verify/Repair,5,1.0,1.0,1.0,True,True,True,True,True,False,False,0,0.6836560392379761,1.0,0.6,0.21828019618988037,10,2384,534,2918,1,30.063908875003108,0
execrepobench-0766-89b0b9313b,msgpack-python,gpt-4o-mini,RAG + Verify/Repair,0,0.0,0.0,0.0,False,False,False,False,False,True,False,2,0.7806131076812745,1.0,0.8,0.30306553840637207,10,7658,1928,9586,3,13.170220166997751,0
execrepobench-1000-8d3477c440,textdistance,gpt-4o-mini,RAG + Verify/Repair,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.7431162786483766,1.0,0.8,0.11558139324188232,10,18647,820,19467,3,52.51756308400945,0
execrepobench-0998-8efdda2463,textdistance,gpt-4o-mini,RAG + Verify/Repair,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.7805092406272889,1.0,0.8,0.3025462031364441,10,21139,1096,22235,3,26.7793212079996,0
execrepobench-0830-8f6153a551,python-fastjsonschema,gpt-4o-mini,RAG + Verify/Repair,5,1.0,1.0,1.0,True,True,True,True,True,False,False,0,0.40000003576278687,1.0,0.0,1.7881393432617188e-07,10,3656,490,4146,1,137.54114287500852,0
execrepobench-0806-90f6dcc049,pysrt,gpt-4o-mini,RAG + Verify/Repair,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.6681994104385376,1.0,0.6,0.140997052192688,10,6663,227,6890,3,7.100978707996546,0
execrepobench-0481-914a69e7c7,gruut,gpt-4o-mini,RAG + Verify/Repair,1,0.19999999999999996,0.6,1.0,True,True,False,True,True,False,False,0,0.8152929973602296,1.0,0.8,0.47646498680114746,10,3510,917,4427,1,17.179571040993324,0
execrepobench-0663-93a7ebf6b8,maya,gpt-4o-mini,RAG + Verify/Repair,5,1.0,1.0,1.0,True,True,True,True,True,False,False,0,0.5860465025901795,1.0,0.4,0.13023251295089722,10,2611,302,2913,1,16.593406832995242,0
execrepobench-0093-94d9b17222,algorithms,gpt-4o-mini,RAG + Verify/Repair,4,0.8,1.0,1.0,True,True,True,True,True,False,False,0,0.6649274492263794,1.0,0.6,0.12463724613189697,10,3149,425,3574,1,25.037546541003394,0
execrepobench-0701-97fc2afab2,moment,gpt-4o-mini,RAG + Verify/Repair,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.7445652794837953,1.0,0.8,0.12282639741897583,10,8119,464,8583,3,15.46401799999876,0
execrepobench-0789-99bd2701eb,pysrt,gpt-4o-mini,RAG + Verify/Repair,0,0.0,0.0,0.0,False,False,False,False,False,True,False,2,0.7584790062904359,1.0,0.8,0.19239503145217896,10,4129,626,4755,3,7.621937874995638,0
execrepobench-0897-9e4ba069fb,python-sortedcontainers,gpt-4o-mini,RAG + Verify/Repair,0,0.0,0.0,0.0,False,False,False,False,False,True,False,2,0.8208052349090578,1.0,0.8,0.5040261745452881,10,8700,308,9008,3,5.83939145799377,0
execrepobench-0146-a1bcf6fcb5,cacheout,gpt-4o-mini,RAG + Verify/Repair,5,1.0,1.0,1.0,True,True,True,True,True,False,False,0,0.40000002384185795,1.0,0.0,1.1920928955078125e-07,10,2295,590,2885,1,6.920766708994051,0
execrepobench-0775-a25e4c860c,objprint,gpt-4o-mini,RAG + Verify/Repair,1,0.19999999999999996,0.6,1.0,True,True,False,True,True,False,False,0,0.7847624254226685,1.0,0.8,0.3238121271133423,10,3657,698,4355,1,5.993068208001205,0
execrepobench-0199-a48fe7497e,css-html-js-minify,gpt-4o-mini,RAG + Verify/Repair,0,0.0,0.0,0.0,True,True,False,False,False,True,True,1,0.4,1.0,0.0,0.0,10,6606,576,7182,2,7.769343417006894,0
execrepobench-0780-a59f6ce042,objprint,gpt-4o-mini,RAG + Verify/Repair,5,1.0,1.0,1.0,True,True,True,True,True,False,False,0,0.7529737305641175,1.0,0.8,0.16486865282058716,10,2535,607,3142,1,7.11432970900205,0
execrepobench-1020-a8fc3a1aab,transitions,gpt-4o-mini,RAG + Verify/Repair,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.6659840011596679,1.0,0.6,0.12992000579833984,10,22400,660,23060,3,70.59598237500177,0
execrepobench-0428-a9da215626,fastkml,gpt-4o-mini,RAG + Verify/Repair,5,1.0,1.0,1.0,True,True,True,True,True,False,False,0,0.4,1.0,0.0,0.0,10,2779,235,3014,1,8.594105958007276,0
execrepobench-0432-ab1fd3cd84,fastkml,gpt-4o-mini,RAG + Verify/Repair,5,1.0,1.0,1.0,True,True,True,True,True,False,False,0,0.6742029571533203,1.0,0.6,0.17101478576660156,10,3447,359,3806,1,10.38503716699779,0
execrepobench-0485-af5218a4e9,gruut,gpt-4o-mini,RAG + Verify/Repair,5,1.0,1.0,1.0,True,True,True,True,True,False,False,0,0.7378552865982057,1.0,0.8,0.08927643299102783,10,2045,1307,3352,1,33.45531587500591,0
execrepobench-0010-002176391c,Chronyk,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,False,False,False,False,True,False,2,0.7496816587448121,1.0,0.8,0.14840829372406006,10,13287,2525,15812,16,39.24576674999844,0
execrepobench-1148-02d99ed352,xmltodict,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.787384958267212,1.0,0.8,0.33692479133605957,10,11234,1600,12834,16,30.647563250007806,0
execrepobench-0784-02e45263da,objprint,gpt-4o-mini,OpenCoderX,4,0.8,1.0,1.0,True,True,True,True,True,False,False,0,0.7255268836021423,1.0,0.6,0.42763441801071167,10,5551,991,6542,10,19.1142135830014,0
execrepobench-0816-03d45d73c7,python-fastjsonschema,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,False,False,False,False,True,False,2,0.6854749226570129,1.0,0.6,0.2273746132850647,10,8497,1122,9619,14,58.652867500000866,0
execrepobench-1029-058728f7cf,transitions,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,False,False,False,False,True,False,2,0.8457728397846223,1.0,0.8,0.628864198923111,10,10079,1354,11433,16,32.43297350000648,0
execrepobench-0554-05be05dd86,imageio,gpt-4o-mini,OpenCoderX,4,0.8,1.0,1.0,True,True,True,True,True,False,False,0,0.7409425568580629,1.0,0.8,0.10471278429031372,10,6108,2978,9086,12,42.94682904200454,0
execrepobench-0750-05f80185e6,more-itertools,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.7899801325798036,1.0,0.8,0.34990066289901733,10,21769,1387,23156,14,55.37758541700896,0
execrepobench-0691-062d3fc78e,moment,gpt-4o-mini,OpenCoderX,1,0.19999999999999996,0.6,1.0,True,True,False,True,True,False,False,0,0.7480313849449158,1.0,0.8,0.14015692472457886,10,4159,1308,5467,14,29.758547666002414,0
execrepobench-0021-08131e8bf2,PTable,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.48324903726577756,1.0,0.19999999999999996,0.01624518632888794,10,12513,3936,16449,16,40.42457604200172,0
execrepobench-0269-082945d36f,datetime_truncate,gpt-4o-mini,OpenCoderX,2,0.4,0.9,1.0,True,True,True,True,True,False,False,0,0.7888324928283692,1.0,0.8,0.3441624641418457,10,4963,1965,6928,14,26.31483370899514,0
execrepobench-1153-08525b8ede,xmltodict,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.7552847456932069,1.0,0.8,0.17642372846603394,10,23839,1826,25665,16,35.382172957994044,0
execrepobench-0729-0895fae602,more-itertools,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.6642932081222535,1.0,0.6,0.12146604061126709,10,15117,1467,16584,16,60.86487049999414,0
execrepobench-0121-09f0009e5a,boltons,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,False,False,False,False,True,False,2,0.7597109746932984,1.0,0.8,0.1985548734664917,10,9506,2040,11546,16,29.63347133299976,0
execrepobench-0383-0a4065da5e,eip712,gpt-4o-mini,OpenCoderX,5,1.0,1.0,1.0,True,True,True,True,True,False,False,0,0.4,1.0,0.0,0.0,10,3735,1060,4795,14,27.36708283300686,0
execrepobench-0988-0b5928a25c,textdistance,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.5179400014877319,1.0,0.19999999999999996,0.18970000743865967,10,23983,1453,25436,16,76.12827741699584,0
execrepobench-0226-0b9ff5af61,csv-diff,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.8231651675701143,1.0,0.8,0.5158258378505707,10,14106,2625,16731,16,45.38302716601174,0
execrepobench-0163-0cd764dc97,compressed_rtf,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,False,False,False,False,True,False,2,0.7386784148216249,1.0,0.8,0.09339207410812378,9,9376,3876,13252,14,36.91841125000792,0
execrepobench-0558-0d59429324,imageio,gpt-4o-mini,OpenCoderX,5,1.0,1.0,1.0,True,True,True,True,True,False,False,0,0.6836177968978882,1.0,0.6,0.21808898448944092,10,9277,1386,10663,14,56.35393333299726,0
execrepobench-0595-0dfc029bd0,json_repair,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,False,False,False,False,True,False,2,0.570369622707367,1.0,0.4,0.05184811353683472,10,9781,2493,12274,16,43.28298766599619,0
execrepobench-1123-0f6c5532f9,workdays,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.6613992118835449,1.0,0.6,0.10699605941772461,6,4259,1596,5855,16,76.15972345801129,0
execrepobench-0755-0fbea6cf43,msgpack-python,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.7842111063003541,1.0,0.8,0.32105553150177,10,21081,1874,22955,16,43.042462416997296,0
execrepobench-0027-10c65d2bcd,PTable,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,False,False,False,False,True,False,2,0.7349219512939454,1.0,0.8,0.07460975646972656,10,10014,2047,12061,14,26.277943292006967,0
execrepobench-0035-12131ff80b,PTable,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.7774391722679139,1.0,0.8,0.2871958613395691,10,16739,1438,18177,14,30.726822958007688,0
execrepobench-0737-12e5fb4be1,more-itertools,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.4,1.0,0.0,0.0,10,15266,1671,16937,14,50.80175387499912,0
execrepobench-0563-1350775fdf,imageio,gpt-4o-mini,OpenCoderX,5,1.0,1.0,1.0,True,True,True,True,True,False,False,0,0.7855293345451356,1.0,0.8,0.3276466727256775,10,7579,1616,9195,14,49.0385082920111,0
execrepobench-0030-13ac1e5229,PTable,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.5838867521286011,1.0,0.4,0.11943376064300537,10,14006,1522,15528,16,53.43210687499959,0
execrepobench-0391-13e55956a5,eip712,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.8014594507217409,1.0,0.8,0.4072972536087036,10,10151,1329,11480,14,29.789035249996232,0
execrepobench-1137-15ef53d152,xmltodict,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.6713846588134765,1.0,0.6,0.1569232940673828,10,27683,1747,29430,16,73.76621912499832,0
execrepobench-0052-16c6360987,PyPattyrn,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,False,False,False,False,True,False,2,0.6525,1.0,0.6,0.0625,10,4979,1101,6080,14,24.0827037919953,0
execrepobench-0256-1726de55fa,csvkit,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.8268878054618837,1.0,0.8,0.5344390273094177,10,25033,2133,27166,16,37.855148874994484,0
execrepobench-1060-17cb6eb260,tryme,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,True,True,False,False,False,True,True,2,0.6000000095367433,1.0,0.4,0.20000004768371582,10,9782,1076,10858,14,25.007772707991535,0
execrepobench-0604-1bb1773a29,json_repair,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,False,False,False,False,True,False,2,0.7827306580543519,1.0,0.8,0.31365329027175903,10,10304,2642,12946,14,31.688690334005514,0
execrepobench-0672-1c8ce15619,maya,gpt-4o-mini,OpenCoderX,5,1.0,1.0,1.0,True,True,True,True,True,False,False,0,0.7681521129608155,1.0,0.8,0.24076056480407715,10,5919,1459,7378,14,41.89610270799312,0
execrepobench-0302-1f96bf0f6f,dpath-python,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.7601300191879273,1.0,0.8,0.20065009593963623,10,6260,1408,7668,16,205.52554720800254,0
execrepobench-0258-207a5d4188,csvkit,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.6419054126739503,1.0,0.4,0.409527063369751,10,8701,1252,9953,14,37.28948812499584,0
execrepobench-0744-2139f303e6,more-itertools,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.6925467991828919,1.0,0.6,0.26273399591445923,10,14573,1820,16393,16,131.15454866700748,0
execrepobench-0555-21d0af873b,imageio,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.7757162046432496,1.0,0.8,0.27858102321624756,10,22443,1932,24375,16,88.2713541250123,0
execrepobench-0811-22ae9cd1ce,python-fastjsonschema,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,False,False,False,False,True,False,2,0.7111113691329957,1.0,0.6,0.355556845664978,10,8497,1065,9562,14,27.95202395800152,0
execrepobench-0167-2355408f24,compressed_rtf,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.48457531213760374,1.0,0.19999999999999996,0.0228765606880188,9,13810,1202,15012,14,23.537714667007094,0
execrepobench-1097-245d0199b5,w2n,gpt-4o-mini,OpenCoderX,5,1.0,1.0,1.0,True,True,True,True,True,False,False,0,0.7703506422042847,1.0,0.8,0.25175321102142334,10,5026,1377,6403,12,28.668399958012742,0
execrepobench-0870-26c407fa23,python-pinyin,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.6558732843399049,1.0,0.4,0.4793664216995239,10,28157,1286,29443,14,61.95069404199603,0
execrepobench-1121-2775a12414,workdays,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.6642064237594605,1.0,0.6,0.12103211879730225,6,4089,1445,5534,14,25.697767624995322,0
execrepobench-0147-2853c99dc7,cacheout,gpt-4o-mini,OpenCoderX,5,1.0,1.0,1.0,True,True,True,True,True,False,False,0,0.7700617146492005,1.0,0.8,0.2503085732460022,10,5152,1510,6662,14,28.1183420830057,0
execrepobench-0262-2adf42dd60,csvkit,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.8054127168655396,1.0,0.8,0.42706358432769775,10,26467,1988,28455,16,44.30793429199548,0
execrepobench-0760-2c7e23c784,msgpack-python,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,False,False,False,False,True,False,2,0.7691602659225465,1.0,0.8,0.24580132961273193,10,10718,1718,12436,16,27.061719833000097,0
execrepobench-0402-2df9d08c30,eml_parser,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,False,False,False,False,True,False,2,0.7671851348876954,1.0,0.8,0.23592567443847656,10,13070,2100,15170,16,32.507514875003835,0
execrepobench-0670-33a9fa36f8,maya,gpt-4o-mini,OpenCoderX,1,0.19999999999999996,0.6,1.0,True,True,False,True,True,False,False,0,0.484968523979187,1.0,0.19999999999999996,0.02484261989593506,10,4332,1512,5844,14,28.71530837500177,0
execrepobench-1158-3448f8239e,xmltodict,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.7687976074218751,1.0,0.8,0.243988037109375,10,26222,3255,29477,16,40.75655295800243,0
execrepobench-0126-34e018c3ef,boltons,gpt-4o-mini,OpenCoderX,5,1.0,1.0,1.0,True,True,True,True,True,False,False,0,0.7327201986312867,1.0,0.6,0.4636009931564331,10,5408,1448,6856,14,34.40265995899972,0
execrepobench-0667-34efd6f5cc,maya,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.5418835687637329,1.0,0.19999999999999996,0.30941784381866455,10,5230,1223,6453,16,26.657780292007374,0
execrepobench-0235-3594949787,csvkit,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.780499382019043,1.0,0.8,0.30249691009521484,10,17115,2230,19345,16,39.450017833005404,0
execrepobench-0957-3706445faf,sqlparse,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.7503433060646058,1.0,0.8,0.15171653032302856,10,26305,1857,28162,14,40.90404554200359,0
execrepobench-0591-38fa75ee86,json_repair,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,False,False,False,False,True,False,2,0.7791687440872194,1.0,0.8,0.2958437204360962,10,10370,2935,13305,14,34.29480629198952,0
execrepobench-0179-395ece56a4,compressed_rtf,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.731974048614502,1.0,0.8,0.059870243072509766,9,9653,3788,13441,16,42.37871829200594,0
execrepobench-0770-3b4f7bf99f,msgpack-python,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,False,False,False,False,True,False,2,0.787662250995636,1.0,0.8,0.33831125497817993,10,10988,3373,14361,14,34.86454737500753,0
execrepobench-0376-3c57ae8969,eip712,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,True,True,False,False,False,True,True,1,0.40000002384185795,1.0,0.0,1.1920928955078125e-07,10,6114,1198,7312,13,20.052902082999935,0
execrepobench-1071-3cec226db0,tryme,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,False,False,False,False,True,False,2,0.56,1.0,0.4,0.0,10,10926,1279,12205,14,24.212631957998383,0
execrepobench-0120-3dcc59263c,boltons,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.7570544195175172,1.0,0.8,0.18527209758758545,10,12305,2795,15100,14,35.958137499997974,0
execrepobench-0054-40203da4c7,PyPattyrn,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.40000002384185795,1.0,0.0,1.1920928955078125e-07,10,4696,1013,5709,14,27.001016041002003,0
execrepobench-0098-427645b5bb,algorithms,gpt-4o-mini,OpenCoderX,5,1.0,1.0,1.0,True,True,True,True,True,False,False,0,0.7624399495124817,1.0,0.8,0.21219974756240845,10,3843,1743,5586,14,55.04745987500064,0
execrepobench-0894-4434c22736,python-sortedcontainers,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,False,False,False,False,True,False,2,0.7785435867309571,1.0,0.8,0.29271793365478516,10,13535,1989,15524,14,27.641129208001075,0
execrepobench-0697-4573c963fa,moment,gpt-4o-mini,OpenCoderX,5,1.0,1.0,1.0,True,True,True,True,True,False,False,0,0.7276143860816956,1.0,0.8,0.03807193040847778,10,4670,1368,6038,14,30.58420766700874,0
execrepobench-0280-47e65dfc43,dict2css,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,False,False,False,False,True,False,2,0.7117722535133362,1.0,0.6,0.3588612675666809,10,7694,1077,8771,14,21.66177391698875,0
execrepobench-0405-49c6915e07,eml_parser,gpt-4o-mini,OpenCoderX,4,0.8,1.0,1.0,True,True,False,True,True,False,False,0,0.7572857451438905,1.0,0.8,0.1864287257194519,10,5311,1269,6580,12,36.48161149999942,0
execrepobench-0787-4b12eebdd1,objprint,gpt-4o-mini,OpenCoderX,5,1.0,1.0,1.0,True,True,True,True,True,False,False,0,0.6086020088195802,1.0,0.4,0.2430100440979004,10,5497,1540,7037,14,38.51121312499163,0
execrepobench-0915-4b25d75d6c,shortuuid,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,False,False,False,False,True,False,2,0.7032404327392578,1.0,0.6,0.31620216369628906,10,7219,1150,8369,14,28.769066708002356,0
execrepobench-0304-4dea44e86f,dpath-python,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.8131406259536744,1.0,0.8,0.4657031297683716,10,11659,1825,13484,16,244.70750141699682,0
execrepobench-1107-4df9c84a7b,w2n,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.7623256278038025,1.0,0.8,0.21162813901901245,10,8062,2171,10233,16,41.405209916003514,0
execrepobench-0948-4f4b1bff06,sqlparse,gpt-4o-mini,OpenCoderX,5,1.0,1.0,1.0,True,True,True,True,True,False,False,0,0.7834613275527955,1.0,0.8,0.31730663776397705,10,3267,1744,5011,14,38.14988358299888,0
execrepobench-1063-51b649a44a,tryme,gpt-4o-mini,OpenCoderX,5,1.0,1.0,1.0,True,True,True,True,True,False,False,0,0.48144157409667965,1.0,0.19999999999999996,0.0072078704833984375,10,5804,1054,6858,12,21.598746375006158,0
execrepobench-0009-56677af8f9,Chronyk,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,False,False,False,False,True,False,2,0.4,1.0,0.0,0.0,10,10232,782,11014,12,22.421732374990825,0
execrepobench-1009-575404140a,textdistance,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,False,False,False,False,True,False,2,0.7864206385612489,1.0,0.8,0.3321031928062439,10,10351,1179,11530,14,31.31144133300404,0
execrepobench-0296-57a0ea3b9f,dpath-python,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.5600000071525574,1.0,0.19999999999999996,0.40000003576278687,10,14084,1131,15215,14,255.9573924169963,0
execrepobench-1034-581a12683d,transitions,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,False,False,False,False,True,False,2,0.8010244321823121,1.0,0.8,0.40512216091156006,10,7148,1144,8292,14,25.782624709012453,0
execrepobench-0097-583e4f1955,algorithms,gpt-4o-mini,OpenCoderX,5,1.0,1.0,1.0,True,True,True,True,True,False,False,0,0.6562307143211364,1.0,0.6,0.08115357160568237,10,4949,1095,6044,12,48.1502184580022,0
execrepobench-0941-584e6705cd,sqlparse,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,False,False,False,False,True,False,2,0.8071267199516298,1.0,0.8,0.4356335997581482,10,8333,1552,9885,16,45.87705624999944,0
execrepobench-0868-5875950a21,python-pinyin,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.7923178029060365,1.0,0.8,0.3615890145301819,10,34784,1995,36779,14,130.7971209160023,0
execrepobench-0905-5c44884e8b,shortuuid,gpt-4o-mini,OpenCoderX,5,1.0,1.0,1.0,True,True,True,True,True,False,False,0,0.7722565484046937,1.0,0.8,0.261282742023468,10,4490,1359,5849,14,24.76343883400841,0
execrepobench-0893-5f7c118a31,python-sortedcontainers,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,False,False,False,False,True,False,2,0.7831913423538209,1.0,0.8,0.315956711769104,10,13815,1872,15687,16,35.33636441700219,0
execrepobench-0585-60675d8cc6,json_repair,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,False,False,False,False,True,False,2,0.7798380565643311,1.0,0.8,0.2991902828216553,10,15932,2718,18650,16,39.80682566600444,0
execrepobench-0401-60c9b92d81,eml_parser,gpt-4o-mini,OpenCoderX,4,0.8,1.0,1.0,True,True,True,True,True,False,False,0,0.6009500598907471,1.0,0.4,0.20475029945373535,10,5490,1054,6544,12,32.93602337500488,0
execrepobench-0943-631e8fd979,sqlparse,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.6658147835731506,1.0,0.6,0.12907391786575317,10,28367,1890,30257,16,43.852727250006865,0
execrepobench-0794-67260e9d6a,pysrt,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.40000002384185795,1.0,0.0,1.1920928955078125e-07,10,10246,924,11170,14,24.908173541989527,0
execrepobench-0051-67de7d5ace,PyPattyrn,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,True,False,False,False,True,False,2,0.40000002384185795,1.0,0.0,1.1920928955078125e-07,10,5417,1227,6644,14,156.17208437500813,0
execrepobench-0839-6b59568b37,python-patterns,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,True,True,False,False,False,True,True,1,0.5003037977218627,1.0,0.19999999999999996,0.10151898860931396,10,6389,1094,7483,13,23.408213415998034,0
execrepobench-0200-6b6d89ec24,css-html-js-minify,gpt-4o-mini,OpenCoderX,0,0.0,0.0,0.0,False,False,False,False,False,True,False,2,0.6666515970230102,1.0,0.6,0.13325798511505127,10,5289,1273,6562,16,27.40370370799792,0
