benchmark,backend,model,method,task_id,task_passed,correctness_mode,uncertainty,api_knowledge_uncertainty,gt_count,pred_count,true_positive_count,precision,recall,f1,jaccard,exact_set_match,count_outcome
RepoExec,Gemini,gemini-2.5-flash,OpenCoder-NoUncFilter,test-apps/python-string-utils/14,True,execution_tests,0.6083774423599244,1.0,1,2,1,0.5,1.0,0.6666666666666666,0.5,0.0,Over
RepoExec,Gemini,gemini-2.5-flash,OpenCoder-NoAPIRefine,test-apps/python-string-utils/14,True,execution_tests,0.6083774423599244,1.0,1,2,1,0.5,1.0,0.6666666666666666,0.5,0.0,Over
RepoExec,Gemini,gemini-2.5-flash,OpenCoder,test-apps/python-string-utils/14,True,execution_tests,0.6083774423599244,1.0,1,1,1,1.0,1.0,1.0,1.0,1.0,Exact
RepoExec,Gemini,gemini-2.5-flash,ContextOnly,test-apps/python-string-utils/14,True,execution_tests,0.6083774423599244,,1,0,0,0.0,0.0,0.0,0.0,0.0,Under
RepoExec,Gemini,gemini-2.5-flash,API-informed reference,test-apps/python-string-utils/14,True,execution_tests,,,1,1,1,1.0,1.0,1.0,1.0,1.0,Exact
RepoExec,Gemini,gemini-2.5-flash,Baseline RAG,test-apps/python-string-utils/15,True,execution_tests,0.40000002384185795,1.0,1,3,1,0.3333333333333333,1.0,0.5,0.3333333333333333,0.0,Over
RepoExec,Gemini,gemini-2.5-flash,OpenCoder-NoUncFilter,test-apps/python-string-utils/15,True,execution_tests,0.40000002384185795,1.0,1,3,1,0.3333333333333333,1.0,0.5,0.3333333333333333,0.0,Over
RepoExec,Gemini,gemini-2.5-flash,OpenCoder-NoAPIRefine,test-apps/python-string-utils/15,True,execution_tests,0.40000002384185795,1.0,1,3,1,0.3333333333333333,1.0,0.5,0.3333333333333333,0.0,Over
RepoExec,Gemini,gemini-2.5-flash,OpenCoder,test-apps/python-string-utils/15,True,execution_tests,0.40000002384185795,1.0,1,1,1,1.0,1.0,1.0,1.0,1.0,Exact
RepoExec,Gemini,gemini-2.5-flash,ContextOnly,test-apps/python-string-utils/15,True,execution_tests,0.40000002384185795,,1,0,0,0.0,0.0,0.0,0.0,0.0,Under
RepoExec,Gemini,gemini-2.5-flash,API-informed reference,test-apps/python-string-utils/15,True,execution_tests,,,1,1,1,1.0,1.0,1.0,1.0,1.0,Exact
RepoExec,Gemini,gemini-2.5-flash,Baseline RAG,test-apps/python-string-utils/16,False,execution_tests,0.7418283891677857,1.0,1,2,1,0.5,1.0,0.6666666666666666,0.5,0.0,Over
RepoExec,Gemini,gemini-2.5-flash,OpenCoder-NoUncFilter,test-apps/python-string-utils/16,False,execution_tests,0.48615384578704834,1.0,1,2,1,0.5,1.0,0.6666666666666666,0.5,0.0,Over
RepoExec,Gemini,gemini-2.5-flash,OpenCoder-NoAPIRefine,test-apps/python-string-utils/16,False,execution_tests,0.48615384578704834,1.0,1,2,1,0.5,1.0,0.6666666666666666,0.5,0.0,Over
RepoExec,Gemini,gemini-2.5-flash,OpenCoder,test-apps/python-string-utils/16,False,execution_tests,0.48615384578704834,1.0,1,1,1,1.0,1.0,1.0,1.0,1.0,Exact
RepoExec,Gemini,gemini-2.5-flash,ContextOnly,test-apps/python-string-utils/16,False,execution_tests,0.48615384578704834,,1,0,0,0.0,0.0,0.0,0.0,0.0,Under
RepoExec,Gemini,gemini-2.5-flash,API-informed reference,test-apps/python-string-utils/16,False,execution_tests,,,1,1,1,1.0,1.0,1.0,1.0,1.0,Exact
RepoExec,Gemini,gemini-2.5-flash,Baseline RAG,test-apps/python-string-utils/17,True,execution_tests,0.6732919836044312,1.0,1,2,1,0.5,1.0,0.6666666666666666,0.5,0.0,Over
RepoExec,Gemini,gemini-2.5-flash,OpenCoder-NoUncFilter,test-apps/python-string-utils/17,True,execution_tests,0.4,1.0,1,2,1,0.5,1.0,0.6666666666666666,0.5,0.0,Over
RepoExec,Gemini,gemini-2.5-flash,OpenCoder-NoAPIRefine,test-apps/python-string-utils/17,True,execution_tests,0.4,1.0,1,1,0,0.0,0.0,0.0,0.0,0.0,Exact
RepoExec,Gemini,gemini-2.5-flash,OpenCoder,test-apps/python-string-utils/17,True,execution_tests,0.4,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0,Under
RepoExec,Gemini,gemini-2.5-flash,ContextOnly,test-apps/python-string-utils/17,True,execution_tests,0.4,,1,0,0,0.0,0.0,0.0,0.0,0.0,Under
RepoExec,Gemini,gemini-2.5-flash,API-informed reference,test-apps/python-string-utils/17,True,execution_tests,,,1,1,1,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,GPT,gpt-4o-mini,Baseline RAG,Chronyk/1,False,repository_tests,0.5277670669555664,1.0,0,8,0,0.0,0.0,0.0,0.0,0.0,Over
ExecRepoBench,GPT,gpt-4o-mini,OpenCoder-NoUncFilter,Chronyk/1,True,repository_tests,0.6449717855453492,1.0,0,11,0,0.0,0.0,0.0,0.0,0.0,Over
ExecRepoBench,GPT,gpt-4o-mini,OpenCoder-NoAPIRefine,Chronyk/1,True,repository_tests,0.6449717855453492,1.0,0,9,0,0.0,0.0,0.0,0.0,0.0,Over
ExecRepoBench,GPT,gpt-4o-mini,OpenCoder,Chronyk/1,True,repository_tests,0.6449717855453492,1.0,0,8,0,0.0,0.0,0.0,0.0,0.0,Over
ExecRepoBench,GPT,gpt-4o-mini,ContextOnly,Chronyk/1,True,repository_tests,0.6449717855453492,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,GPT,gpt-4o-mini,API-informed reference,Chronyk/1,True,repository_tests,,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,GPT,gpt-4o-mini,Baseline RAG,Chronyk/2,False,repository_tests,0.8618700218200684,1.0,0,8,0,0.0,0.0,0.0,0.0,0.0,Over
ExecRepoBench,GPT,gpt-4o-mini,OpenCoder-NoUncFilter,Chronyk/2,True,repository_tests,0.40000002384185795,1.0,0,13,0,0.0,0.0,0.0,0.0,0.0,Over
ExecRepoBench,GPT,gpt-4o-mini,OpenCoder-NoAPIRefine,Chronyk/2,True,repository_tests,0.40000002384185795,1.0,0,10,0,0.0,0.0,0.0,0.0,0.0,Over
ExecRepoBench,GPT,gpt-4o-mini,OpenCoder,Chronyk/2,True,repository_tests,0.40000002384185795,1.0,0,9,0,0.0,0.0,0.0,0.0,0.0,Over
ExecRepoBench,GPT,gpt-4o-mini,ContextOnly,Chronyk/2,True,repository_tests,0.40000002384185795,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,GPT,gpt-4o-mini,API-informed reference,Chronyk/2,True,repository_tests,,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,GPT,gpt-4o-mini,Baseline RAG,Chronyk/3,False,repository_tests,0.7653839194774628,1.0,0,8,0,0.0,0.0,0.0,0.0,0.0,Over
ExecRepoBench,GPT,gpt-4o-mini,OpenCoder-NoUncFilter,Chronyk/3,True,repository_tests,0.5347017812728881,1.0,0,9,0,0.0,0.0,0.0,0.0,0.0,Over
ExecRepoBench,GPT,gpt-4o-mini,OpenCoder-NoAPIRefine,Chronyk/3,True,repository_tests,0.5347017812728881,1.0,0,7,0,0.0,0.0,0.0,0.0,0.0,Over
ExecRepoBench,GPT,gpt-4o-mini,OpenCoder,Chronyk/3,True,repository_tests,0.5347017812728881,1.0,0,6,0,0.0,0.0,0.0,0.0,0.0,Over
ExecRepoBench,GPT,gpt-4o-mini,ContextOnly,Chronyk/3,True,repository_tests,0.5347017812728881,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,GPT,gpt-4o-mini,API-informed reference,Chronyk/3,True,repository_tests,,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,GPT,gpt-4o-mini,Baseline RAG,shortuuid/0,False,repository_tests,0.7813366842269899,1.0,0,8,0,0.0,0.0,0.0,0.0,0.0,Over
ExecRepoBench,GPT,gpt-4o-mini,OpenCoder-NoUncFilter,shortuuid/0,True,repository_tests,0.7677740049362184,1.0,0,12,0,0.0,0.0,0.0,0.0,0.0,Over
ExecRepoBench,GPT,gpt-4o-mini,OpenCoder-NoAPIRefine,shortuuid/0,True,repository_tests,0.7677740049362184,1.0,0,10,0,0.0,0.0,0.0,0.0,0.0,Over
ExecRepoBench,GPT,gpt-4o-mini,OpenCoder,shortuuid/0,True,repository_tests,0.7677740049362184,1.0,0,9,0,0.0,0.0,0.0,0.0,0.0,Over
ExecRepoBench,GPT,gpt-4o-mini,ContextOnly,shortuuid/0,True,repository_tests,0.7677740049362184,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,GPT,gpt-4o-mini,API-informed reference,shortuuid/0,True,repository_tests,,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,GPT,gpt-4o-mini,Baseline RAG,shortuuid/2,False,repository_tests,0.771396918296814,1.0,0,8,0,0.0,0.0,0.0,0.0,0.0,Over
ExecRepoBench,GPT,gpt-4o-mini,OpenCoder-NoUncFilter,shortuuid/2,True,repository_tests,0.7553893995285035,1.0,0,14,0,0.0,0.0,0.0,0.0,0.0,Over
ExecRepoBench,GPT,gpt-4o-mini,OpenCoder-NoAPIRefine,shortuuid/2,True,repository_tests,0.7553893995285035,1.0,0,11,0,0.0,0.0,0.0,0.0,0.0,Over
ExecRepoBench,GPT,gpt-4o-mini,OpenCoder,shortuuid/2,True,repository_tests,0.7553893995285035,1.0,0,10,0,0.0,0.0,0.0,0.0,0.0,Over
ExecRepoBench,GPT,gpt-4o-mini,ContextOnly,shortuuid/2,True,repository_tests,0.7553893995285035,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,GPT,gpt-4o-mini,API-informed reference,shortuuid/2,True,repository_tests,,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,GPT,gpt-4o-mini,Baseline RAG,workdays/0,False,repository_tests,0.6981848859786988,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,GPT,gpt-4o-mini,OpenCoder-NoUncFilter,workdays/0,False,repository_tests,0.757684464454651,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,GPT,gpt-4o-mini,OpenCoder-NoAPIRefine,workdays/0,False,repository_tests,0.757684464454651,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,GPT,gpt-4o-mini,OpenCoder,workdays/0,False,repository_tests,0.757684464454651,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,GPT,gpt-4o-mini,ContextOnly,workdays/0,False,repository_tests,0.757684464454651,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,GPT,gpt-4o-mini,API-informed reference,workdays/0,False,repository_tests,,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,GPT,gpt-4o-mini,Baseline RAG,workdays/1,False,repository_tests,0.7573691797256471,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,GPT,gpt-4o-mini,OpenCoder-NoUncFilter,workdays/1,False,repository_tests,0.7696193170547486,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,GPT,gpt-4o-mini,OpenCoder-NoAPIRefine,workdays/1,False,repository_tests,0.7696193170547486,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,GPT,gpt-4o-mini,OpenCoder,workdays/1,False,repository_tests,0.7696193170547486,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,GPT,gpt-4o-mini,ContextOnly,workdays/1,False,repository_tests,0.7696193170547486,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,GPT,gpt-4o-mini,API-informed reference,workdays/1,False,repository_tests,,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,GPT,gpt-4o-mini,Baseline RAG,workdays/2,False,repository_tests,0.7566473913192749,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,GPT,gpt-4o-mini,OpenCoder-NoUncFilter,workdays/2,True,repository_tests,0.7829591703414918,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,GPT,gpt-4o-mini,OpenCoder-NoAPIRefine,workdays/2,True,repository_tests,0.7829591703414918,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,GPT,gpt-4o-mini,OpenCoder,workdays/2,True,repository_tests,0.7829591703414918,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,GPT,gpt-4o-mini,ContextOnly,workdays/2,True,repository_tests,0.7829591703414918,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,GPT,gpt-4o-mini,API-informed reference,workdays/2,True,repository_tests,,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,GPT,gpt-4o-mini,Baseline RAG,workdays/3,False,repository_tests,0.7675863695144655,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,GPT,gpt-4o-mini,OpenCoder-NoUncFilter,workdays/3,True,repository_tests,0.7853523802757264,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,GPT,gpt-4o-mini,OpenCoder-NoAPIRefine,workdays/3,True,repository_tests,0.7853523802757264,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,GPT,gpt-4o-mini,OpenCoder,workdays/3,True,repository_tests,0.7853523802757264,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,GPT,gpt-4o-mini,ContextOnly,workdays/3,True,repository_tests,0.7853523802757264,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,GPT,gpt-4o-mini,API-informed reference,workdays/3,True,repository_tests,,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,GPT,gpt-4o-mini,Baseline RAG,workdays/4,False,repository_tests,0.6570973181724549,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,GPT,gpt-4o-mini,OpenCoder-NoUncFilter,workdays/4,False,repository_tests,0.7467375230789185,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,GPT,gpt-4o-mini,OpenCoder-NoAPIRefine,workdays/4,False,repository_tests,0.7467375230789185,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,GPT,gpt-4o-mini,OpenCoder,workdays/4,False,repository_tests,0.7467375230789185,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,GPT,gpt-4o-mini,ContextOnly,workdays/4,False,repository_tests,0.7467375230789185,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,GPT,gpt-4o-mini,API-informed reference,workdays/4,False,repository_tests,,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,Gemini,gemini-2.5-flash,Baseline RAG,Chronyk/1,False,repository_tests,0.7637273573875427,1.0,0,8,0,0.0,0.0,0.0,0.0,0.0,Over
ExecRepoBench,Gemini,gemini-2.5-flash,OpenCoder-NoUncFilter,Chronyk/1,True,repository_tests,0.6420526719093324,1.0,0,11,0,0.0,0.0,0.0,0.0,0.0,Over
ExecRepoBench,Gemini,gemini-2.5-flash,OpenCoder-NoAPIRefine,Chronyk/1,True,repository_tests,0.6420526719093324,1.0,0,6,0,0.0,0.0,0.0,0.0,0.0,Over
ExecRepoBench,Gemini,gemini-2.5-flash,OpenCoder,Chronyk/1,True,repository_tests,0.6420526719093324,1.0,0,5,0,0.0,0.0,0.0,0.0,0.0,Over
ExecRepoBench,Gemini,gemini-2.5-flash,ContextOnly,Chronyk/1,True,repository_tests,0.6420526719093324,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,Gemini,gemini-2.5-flash,API-informed reference,Chronyk/1,True,repository_tests,,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,Gemini,gemini-2.5-flash,Baseline RAG,Chronyk/2,False,repository_tests,0.7561279320716858,1.0,0,8,0,0.0,0.0,0.0,0.0,0.0,Over
ExecRepoBench,Gemini,gemini-2.5-flash,OpenCoder-NoUncFilter,Chronyk/2,True,repository_tests,0.6565395092964172,1.0,0,15,0,0.0,0.0,0.0,0.0,0.0,Over
ExecRepoBench,Gemini,gemini-2.5-flash,OpenCoder-NoAPIRefine,Chronyk/2,True,repository_tests,0.6565395092964172,1.0,0,10,0,0.0,0.0,0.0,0.0,0.0,Over
ExecRepoBench,Gemini,gemini-2.5-flash,OpenCoder,Chronyk/2,True,repository_tests,0.6565395092964172,1.0,0,9,0,0.0,0.0,0.0,0.0,0.0,Over
ExecRepoBench,Gemini,gemini-2.5-flash,ContextOnly,Chronyk/2,True,repository_tests,0.6565395092964172,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,Gemini,gemini-2.5-flash,API-informed reference,Chronyk/2,True,repository_tests,,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,Gemini,gemini-2.5-flash,Baseline RAG,Chronyk/3,False,repository_tests,0.8389735054969789,1.0,0,8,0,0.0,0.0,0.0,0.0,0.0,Over
ExecRepoBench,Gemini,gemini-2.5-flash,OpenCoder-NoUncFilter,Chronyk/3,True,repository_tests,0.40000002384185795,1.0,0,9,0,0.0,0.0,0.0,0.0,0.0,Over
ExecRepoBench,Gemini,gemini-2.5-flash,OpenCoder-NoAPIRefine,Chronyk/3,True,repository_tests,0.40000002384185795,1.0,0,6,0,0.0,0.0,0.0,0.0,0.0,Over
ExecRepoBench,Gemini,gemini-2.5-flash,OpenCoder,Chronyk/3,True,repository_tests,0.40000002384185795,1.0,0,5,0,0.0,0.0,0.0,0.0,0.0,Over
ExecRepoBench,Gemini,gemini-2.5-flash,ContextOnly,Chronyk/3,True,repository_tests,0.40000002384185795,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,Gemini,gemini-2.5-flash,API-informed reference,Chronyk/3,True,repository_tests,,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,Gemini,gemini-2.5-flash,Baseline RAG,shortuuid/0,False,repository_tests,0.8111226034164429,1.0,0,8,0,0.0,0.0,0.0,0.0,0.0,Over
ExecRepoBench,Gemini,gemini-2.5-flash,OpenCoder-NoUncFilter,shortuuid/0,True,repository_tests,0.77038241147995,1.0,0,13,0,0.0,0.0,0.0,0.0,0.0,Over
ExecRepoBench,Gemini,gemini-2.5-flash,OpenCoder-NoAPIRefine,shortuuid/0,True,repository_tests,0.77038241147995,1.0,0,11,0,0.0,0.0,0.0,0.0,0.0,Over
ExecRepoBench,Gemini,gemini-2.5-flash,OpenCoder,shortuuid/0,True,repository_tests,0.77038241147995,1.0,0,9,0,0.0,0.0,0.0,0.0,0.0,Over
ExecRepoBench,Gemini,gemini-2.5-flash,ContextOnly,shortuuid/0,True,repository_tests,0.77038241147995,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,Gemini,gemini-2.5-flash,API-informed reference,shortuuid/0,True,repository_tests,,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,Gemini,gemini-2.5-flash,Baseline RAG,shortuuid/2,False,repository_tests,0.7681609344482423,1.0,0,8,0,0.0,0.0,0.0,0.0,0.0,Over
ExecRepoBench,Gemini,gemini-2.5-flash,OpenCoder-NoUncFilter,shortuuid/2,True,repository_tests,0.7869872403144837,1.0,0,12,0,0.0,0.0,0.0,0.0,0.0,Over
ExecRepoBench,Gemini,gemini-2.5-flash,OpenCoder-NoAPIRefine,shortuuid/2,True,repository_tests,0.7869872403144837,1.0,0,11,0,0.0,0.0,0.0,0.0,0.0,Over
ExecRepoBench,Gemini,gemini-2.5-flash,OpenCoder,shortuuid/2,True,repository_tests,0.7869872403144837,1.0,0,9,0,0.0,0.0,0.0,0.0,0.0,Over
ExecRepoBench,Gemini,gemini-2.5-flash,ContextOnly,shortuuid/2,True,repository_tests,0.7869872403144837,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,Gemini,gemini-2.5-flash,API-informed reference,shortuuid/2,True,repository_tests,,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,Gemini,gemini-2.5-flash,Baseline RAG,workdays/0,False,repository_tests,0.7669830036163331,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,Gemini,gemini-2.5-flash,OpenCoder-NoUncFilter,workdays/0,True,repository_tests,0.6799268388748169,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,Gemini,gemini-2.5-flash,OpenCoder-NoAPIRefine,workdays/0,True,repository_tests,0.6799268388748169,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,Gemini,gemini-2.5-flash,OpenCoder,workdays/0,True,repository_tests,0.6799268388748169,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,Gemini,gemini-2.5-flash,ContextOnly,workdays/0,True,repository_tests,0.6799268388748169,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,Gemini,gemini-2.5-flash,API-informed reference,workdays/0,True,repository_tests,,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,Gemini,gemini-2.5-flash,Baseline RAG,workdays/1,False,repository_tests,0.7627788734436036,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,Gemini,gemini-2.5-flash,OpenCoder-NoUncFilter,workdays/1,False,repository_tests,0.66389976978302,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,Gemini,gemini-2.5-flash,OpenCoder-NoAPIRefine,workdays/1,False,repository_tests,0.66389976978302,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,Gemini,gemini-2.5-flash,OpenCoder,workdays/1,False,repository_tests,0.66389976978302,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,Gemini,gemini-2.5-flash,ContextOnly,workdays/1,False,repository_tests,0.66389976978302,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,Gemini,gemini-2.5-flash,API-informed reference,workdays/1,False,repository_tests,,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,Gemini,gemini-2.5-flash,Baseline RAG,workdays/2,False,repository_tests,0.7403475236892701,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,Gemini,gemini-2.5-flash,OpenCoder-NoUncFilter,workdays/2,False,repository_tests,0.7437886667251588,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,Gemini,gemini-2.5-flash,OpenCoder-NoAPIRefine,workdays/2,False,repository_tests,0.7437886667251588,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,Gemini,gemini-2.5-flash,OpenCoder,workdays/2,False,repository_tests,0.7437886667251588,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,Gemini,gemini-2.5-flash,ContextOnly,workdays/2,False,repository_tests,0.7437886667251588,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,Gemini,gemini-2.5-flash,API-informed reference,workdays/2,False,repository_tests,,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,Gemini,gemini-2.5-flash,Baseline RAG,workdays/3,False,repository_tests,0.7648755860328675,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,Gemini,gemini-2.5-flash,OpenCoder-NoUncFilter,workdays/3,False,repository_tests,0.7855442595481873,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,Gemini,gemini-2.5-flash,OpenCoder-NoAPIRefine,workdays/3,False,repository_tests,0.7855442595481873,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,Gemini,gemini-2.5-flash,OpenCoder,workdays/3,False,repository_tests,0.7855442595481873,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,Gemini,gemini-2.5-flash,ContextOnly,workdays/3,False,repository_tests,0.7855442595481873,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,Gemini,gemini-2.5-flash,API-informed reference,workdays/3,False,repository_tests,,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,Gemini,gemini-2.5-flash,Baseline RAG,workdays/4,False,repository_tests,0.685094656944275,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,Gemini,gemini-2.5-flash,OpenCoder-NoUncFilter,workdays/4,True,repository_tests,0.7835649919509888,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,Gemini,gemini-2.5-flash,OpenCoder-NoAPIRefine,workdays/4,True,repository_tests,0.7835649919509888,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,Gemini,gemini-2.5-flash,OpenCoder,workdays/4,True,repository_tests,0.7835649919509888,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,Gemini,gemini-2.5-flash,ContextOnly,workdays/4,True,repository_tests,0.7835649919509888,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
ExecRepoBench,Gemini,gemini-2.5-flash,API-informed reference,workdays/4,True,repository_tests,,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
CoderEval,GPT,gpt-4o-mini,Baseline RAG,neo4j/id0,False,repository_tests,0.7791704487800599,1.0,1,8,1,0.125,1.0,0.2222222222222222,0.125,0.0,Over
CoderEval,GPT,gpt-4o-mini,OpenCoder-NoUncFilter,neo4j/id0,False,repository_tests,0.7833534073829652,1.0,1,10,1,0.1,1.0,0.18181818181818182,0.1,0.0,Over
CoderEval,GPT,gpt-4o-mini,OpenCoder-NoAPIRefine,neo4j/id0,False,repository_tests,0.7833534073829652,1.0,1,10,1,0.1,1.0,0.18181818181818182,0.1,0.0,Over
CoderEval,GPT,gpt-4o-mini,OpenCoder,neo4j/id0,False,repository_tests,0.7833534073829652,1.0,1,10,1,0.1,1.0,0.18181818181818182,0.1,0.0,Over
CoderEval,GPT,gpt-4o-mini,ContextOnly,neo4j/id0,False,repository_tests,0.7833534073829652,,1,0,0,0.0,0.0,0.0,0.0,0.0,Under
CoderEval,GPT,gpt-4o-mini,API-informed reference,neo4j/id0,False,repository_tests,,,1,1,1,1.0,1.0,1.0,1.0,1.0,Exact
CoderEval,GPT,gpt-4o-mini,Baseline RAG,neo4j/id1,False,repository_tests,0.5827693796157838,1.0,1,8,0,0.0,0.0,0.0,0.0,0.0,Over
CoderEval,GPT,gpt-4o-mini,OpenCoder-NoUncFilter,neo4j/id1,False,repository_tests,0.7437309098243714,1.0,1,13,1,0.07692307692307693,1.0,0.14285714285714288,0.07692307692307693,0.0,Over
CoderEval,GPT,gpt-4o-mini,OpenCoder-NoAPIRefine,neo4j/id1,False,repository_tests,0.7437309098243714,1.0,1,12,1,0.08333333333333333,1.0,0.15384615384615385,0.08333333333333333,0.0,Over
CoderEval,GPT,gpt-4o-mini,OpenCoder,neo4j/id1,False,repository_tests,0.7437309098243714,1.0,1,12,1,0.08333333333333333,1.0,0.15384615384615385,0.08333333333333333,0.0,Over
CoderEval,GPT,gpt-4o-mini,ContextOnly,neo4j/id1,False,repository_tests,0.7437309098243714,,1,0,0,0.0,0.0,0.0,0.0,0.0,Under
CoderEval,GPT,gpt-4o-mini,API-informed reference,neo4j/id1,False,repository_tests,,,1,1,1,1.0,1.0,1.0,1.0,1.0,Exact
